exercise,file,label,label_source,window_mean,window_std,window_min,window_max,scaled_mean,scaled_std,scaled_min,scaled_max,prob
m07,example_058.json,0,labels_manifest,31.70092010498047,61.96562194824219,-5.289886474609375,178.03512573242188,28705.658203125,87559.421875,-10.642468452453613,362974.59375,1.0
m07,example_059.json,0,labels_manifest,31.47673797607422,61.519962310791016,-3.4079360961914062,179.78158569335938,27320.5625,84253.71875,-10.728452682495117,370502.25,1.0
m07,example_060.json,0,labels_manifest,32.04816818237305,62.63279724121094,-6.4423675537109375,179.53379821777344,30546.939453125,92271.4375,-10.45854663848877,362200.15625,1.0
m07,example_061.json,0,labels_manifest,31.53923797607422,61.70197677612305,-4.241249084472656,179.01693725585938,28056.43359375,85879.578125,-10.290300369262695,358331.28125,1.0
m07,example_062.json,0,labels_manifest,31.462804794311523,61.545841217041016,-4.88604736328125,179.14219665527344,27692.51171875,85242.5859375,-10.25975513458252,352382.25,1.0
m07,example_063.json,0,labels_manifest,31.80959129333496,61.83283233642578,-3.7085418701171875,179.1932373046875,28464.0625,87042.125,-11.076281547546387,374562.84375,1.0
m07,example_064.json,0,labels_manifest,31.733850479125977,62.21815872192383,-3.8601455688476562,179.76992797851562,29842.107421875,90624.0625,-10.247045516967773,369407.65625,1.0
m07,example_065.json,0,labels_manifest,31.514551162719727,61.51655197143555,-5.110443115234375,179.26742553710938,27383.611328125,83949.2265625,-10.556015014648438,353264.15625,1.0
m07,example_066.json,0,labels_manifest,31.72199058532715,61.512718200683594,-3.7972640991210938,178.61756896972656,27632.69921875,84754.6953125,-10.88494873046875,355880.15625,1.0
m07,example_067.json,0,labels_manifest,31.57000732421875,61.587745666503906,-4.234504699707031,179.30677795410156,28046.12890625,85976.828125,-10.390435218811035,369535.28125,1.0
m07,example_068.json,0,labels_manifest,31.93764305114746,62.123592376708984,-4.284942626953125,178.6141815185547,29532.931640625,89555.2265625,-10.72458553314209,361956.875,1.0
m07,example_069.json,0,labels_manifest,32.229530334472656,62.72323226928711,-4.326789855957031,178.89747619628906,31065.5546875,93665.8671875,-10.683025360107422,354775.90625,1.0
m07,example_070.json,0,labels_manifest,31.957853317260742,62.29246139526367,-2.8622207641601562,178.1624298095703,30184.375,91409.875,-11.440315246582031,376145.875,1.0
m07,example_071.json,0,labels_manifest,31.973125457763672,62.42048263549805,-4.9491424560546875,179.92178344726562,30489.92578125,92206.4609375,-10.276815414428711,357418.6875,1.0
m07,example_072.json,0,labels_manifest,32.318199157714844,62.95857620239258,-3.1366424560546875,179.56747436523438,31605.5,95175.9453125,-10.702625274658203,360452.75,1.0
m07,example_073.json,0,labels_manifest,32.19937515258789,62.829891204833984,-3.499298095703125,179.14918518066406,31466.87109375,94863.6171875,-10.284006118774414,361362.28125,1.0
m07,example_074.json,0,labels_manifest,32.13085174560547,62.709327697753906,-4.3260498046875,179.7202606201172,31064.17578125,93663.7734375,-10.249313354492188,379314.21875,1.0
m07,example_075.json,0,labels_manifest,31.822595596313477,62.0364875793457,-3.3408432006835938,179.7560577392578,29381.25390625,89338.609375,-10.535470008850098,359472.71875,1.0
m07,example_076.json,0,labels_manifest,32.208072662353516,62.756168365478516,-3.1089630126953125,179.23536682128906,31396.529296875,94621.203125,-10.604032516479492,363409.96875,1.0
m07,example_077.json,0,labels_manifest,31.989938735961914,62.344512939453125,-2.7397003173828125,178.58802795410156,30089.6328125,91003.5859375,-10.24826717376709,364261.8125,1.0
m07,example_078.json,0,labels_manifest,31.8734073638916,62.261146545410156,-3.4319381713867188,179.00210571289062,30128.2421875,91328.7265625,-10.519721984863281,376626.21875,1.0
m07,example_079.json,0,labels_manifest,31.460758209228516,61.470176696777344,-5.1398468017578125,179.57876586914062,27228.150390625,83738.4140625,-10.533308029174805,354559.15625,1.0
m07,example_080.json,0,labels_manifest,31.84718894958496,62.1825065612793,-4.180305480957031,179.08973693847656,29383.904296875,89275.234375,-10.753141403198242,364719.3125,1.0
m07,example_081.json,0,labels_manifest,32.030311584472656,62.531375885009766,-5.384635925292969,178.99856567382812,30620.58203125,92491.7265625,-10.781641006469727,362735.1875,1.0
m07,example_082.json,0,labels_manifest,32.27625274658203,63.06521987915039,-2.7467422485351562,179.68099975585938,32115.052734375,96635.6171875,-10.609167098999023,363531.25,1.0
m07,example_083.json,0,labels_manifest,32.3417854309082,63.03358840942383,-4.635047912597656,178.85487365722656,32034.841796875,96419.9140625,-10.838175773620605,361437.46875,1.0
m07,example_084.json,0,labels_manifest,32.08609390258789,62.71852493286133,-4.272918701171875,179.78436279296875,30982.5,93461.15625,-10.810680389404297,363477.375,1.0
m07,example_085.json,0,labels_manifest,31.853267669677734,62.31544494628906,-3.6993560791015625,179.48284912109375,29812.658203125,90258.953125,-11.030434608459473,355103.15625,1.0
m07,example_086.json,0,labels_manifest,32.158058166503906,62.63196563720703,-4.014427185058594,179.07818603515625,31200.587890625,94050.9375,-10.246994972229004,362572.78125,1.0
m07,example_087.json,0,labels_manifest,31.988073348999023,62.34911346435547,-4.328033447265625,179.50430297851562,29891.6171875,90477.2109375,-10.417838096618652,369127.25,1.0
m07,example_088.json,0,labels_manifest,32.19197082519531,62.77007293701172,-4.007881164550781,179.45433044433594,31304.283203125,94317.515625,-11.128931045532227,359551.59375,1.0
m07,example_089.json,0,labels_manifest,31.86842918395996,62.300228118896484,-3.7940216064453125,178.57562255859375,29831.17578125,90434.359375,-10.266645431518555,362188.0625,1.0
m07,example_090.json,0,labels_manifest,32.10893630981445,62.539161682128906,-4.688438415527344,178.2965850830078,30749.37890625,92757.7578125,-10.522026062011719,360098.125,1.0
m07,example_091.json,0,labels_manifest,31.8411865234375,62.020957946777344,-4.607765197753906,179.6538848876953,29031.544921875,88291.5,-10.846171379089355,365479.875,1.0
m07,example_092.json,0,labels_manifest,32.17588424682617,62.83762741088867,-3.3382415771484375,179.8043670654297,31622.337890625,95262.6484375,-10.474184036254883,364676.03125,1.0
m07,example_093.json,0,labels_manifest,31.71303367614746,61.818912506103516,-5.8650054931640625,179.64598083496094,28619.23828125,87227.703125,-10.987911224365234,359315.53125,1.0
m07,example_094.json,0,labels_manifest,32.23832702636719,62.87141799926758,-4.389739990234375,179.6349334716797,31426.2890625,94655.671875,-10.9640474319458,364298.90625,1.0
m07,example_095.json,0,labels_manifest,31.66358757019043,61.8503303527832,-4.00628662109375,179.97421264648438,28231.994140625,86284.078125,-10.809053421020508,362516.0,1.0
m07,example_096.json,0,labels_manifest,32.00836944580078,62.52524185180664,-4.0429534912109375,179.38958740234375,30731.6640625,92745.359375,-10.288679122924805,375702.8125,1.0
m07,example_097.json,0,labels_manifest,31.87970733642578,62.462501525878906,-6.6520538330078125,179.8744659423828,30353.271484375,91922.65625,-10.471501350402832,376849.78125,1.0
m07,example_098.json,0,labels_manifest,32.021095275878906,62.31116485595703,-4.354621887207031,177.71189880371094,29860.705078125,90434.25,-10.738195419311523,363518.0625,1.0
m07,example_099.json,0,labels_manifest,31.814056396484375,62.01521301269531,-4.237457275390625,179.8597412109375,29083.306640625,88607.296875,-11.170316696166992,364610.09375,1.0
m07,example_100.json,0,labels_manifest,31.751819610595703,62.056678771972656,-4.3870391845703125,179.74404907226562,29008.69140625,88452.765625,-10.35818862915039,374125.59375,1.0
m09,example_001.json,1,labels_manifest,28.217037200927734,55.16189193725586,-10.10888671875,178.68826293945312,1814.5728759765625,59287.14453125,-241321.53125,325521.4375,1.0
m09,example_002.json,1,labels_manifest,27.951047897338867,54.237327575683594,-14.835468292236328,175.16943359375,-374.0583190917969,64484.28125,-295088.5,335353.5,1.0
m09,example_003.json,1,labels_manifest,28.944541931152344,56.44623565673828,-6.376396179199219,179.49765014648438,6715.22119140625,64867.296875,-251038.40625,355858.59375,1.0
m09,example_004.json,1,labels_manifest,28.269397735595703,55.23873519897461,-11.776748657226562,175.3577423095703,2275.57666015625,67525.828125,-269734.46875,358663.3125,1.0
m09,example_005.json,1,labels_manifest,28.618810653686523,55.58226013183594,-8.266319274902344,177.3689422607422,3433.393798828125,67057.8984375,-244588.421875,359685.25,1.0
m09,example_006.json,1,labels_manifest,28.282743453979492,55.31572723388672,-8.497905731201172,179.37423706054688,2343.362548828125,71111.578125,-291443.6875,364629.15625,1.0
m09,example_007.json,1,labels_manifest,27.992311477661133,54.696353912353516,-12.765438079833984,175.59136962890625,699.1958618164062,67252.3203125,-298491.6875,322455.875,1.0
m09,example_008.json,1,labels_manifest,27.244478225708008,53.76203918457031,-11.461734771728516,177.2888946533203,-3644.17822265625,76202.7578125,-353614.90625,362528.59375,1.0
m09,example_009.json,1,labels_manifest,28.130155563354492,55.360023498535156,-12.497940063476562,177.05442810058594,2497.668701171875,72213.8203125,-321667.15625,357067.65625,1.0
m09,example_010.json,1,labels_manifest,28.133771896362305,55.29865264892578,-10.209728240966797,178.50938415527344,2001.6573486328125,73851.03125,-306482.625,385781.75,1.0
m09,example_011.json,1,labels_manifest,27.140377044677734,53.86264419555664,-7.5757904052734375,179.58319091796875,-3217.417724609375,74595.234375,-324052.53125,368514.90625,1.0
m09,example_012.json,1,labels_manifest,28.187177658081055,55.199462890625,-11.58950424194336,178.27857971191406,1309.9312744140625,74077.9609375,-345807.65625,339730.0625,1.0
m09,example_013.json,1,labels_manifest,29.164880752563477,56.69623947143555,-8.235271453857422,179.41482543945312,8380.021484375,65378.88671875,-209615.25,359290.0,1.0
m09,example_014.json,1,labels_manifest,28.33793067932129,55.24968719482422,-10.039283752441406,176.52366638183594,2456.10205078125,71627.421875,-293361.53125,368621.0625,1.0
m09,example_015.json,1,labels_manifest,29.203014373779297,56.624794006347656,-7.559394836425781,178.3521728515625,8581.16015625,65822.71875,-197341.71875,374046.0,1.0
m09,example_016.json,1,labels_manifest,28.999910354614258,56.14501953125,-8.828254699707031,178.8087615966797,6295.7177734375,68329.5390625,-254199.28125,359109.96875,1.0
m09,example_017.json,1,labels_manifest,27.886892318725586,55.06891632080078,-8.897789001464844,175.40174865722656,1028.153076171875,73014.078125,-299539.53125,346210.21875,1.0
m09,example_018.json,1,labels_manifest,29.0928897857666,56.36875534057617,-7.8621063232421875,176.29315185546875,7639.6708984375,64812.70703125,-200764.3125,348194.8125,1.0
m09,example_019.json,1,labels_manifest,28.899341583251953,56.32128143310547,-8.998794555664062,179.53562927246094,6382.6728515625,66739.7109375,-241678.984375,362510.53125,1.0
m09,example_020.json,1,labels_manifest,29.095918655395508,56.72809982299805,-11.754524230957031,177.53817749023438,8086.92431640625,65146.6015625,-229876.484375,369397.03125,1.0
m09,example_021.json,1,labels_manifest,27.863069534301758,54.729976654052734,-12.284004211425781,175.586181640625,355.1541748046875,72511.484375,-328786.75,344629.78125,1.0
m09,example_022.json,1,labels_manifest,28.415197372436523,55.29054641723633,-9.635604858398438,179.27024841308594,2238.58740234375,69490.8203125,-303283.65625,323482.3125,1.0
m09,example_023.json,1,labels_manifest,28.406665802001953,55.2283935546875,-11.821113586425781,178.50131225585938,2058.71240234375,70427.9375,-300919.40625,326889.78125,1.0
m09,example_024.json,1,labels_manifest,27.695240020751953,54.348697662353516,-15.302967071533203,177.72933959960938,-2332.168701171875,74277.25,-325157.03125,331269.03125,1.0
m09,example_025.json,1,labels_manifest,28.440929412841797,55.500465393066406,-17.72777557373047,176.0398406982422,3143.3447265625,67878.15625,-276698.5,341358.4375,1.0
m09,example_026.json,1,labels_manifest,28.65921974182129,56.007598876953125,-13.255424499511719,176.91754150390625,4965.16748046875,68874.953125,-218200.59375,354876.4375,1.0
m09,example_027.json,1,labels_manifest,28.61248779296875,55.825191497802734,-8.510700225830078,176.45223999023438,4054.731201171875,68222.5859375,-302220.21875,320483.53125,1.0
m09,example_028.json,1,labels_manifest,28.546146392822266,55.65909194946289,-10.847126007080078,178.2086944580078,4220.98974609375,70275.2109375,-287777.1875,400085.21875,1.0
m09,example_029.json,1,labels_manifest,28.825897216796875,55.74152374267578,-9.800834655761719,178.27342224121094,5309.9970703125,59837.08203125,-194829.09375,345493.09375,1.0
m09,example_030.json,1,labels_manifest,28.34699249267578,55.543861389160156,-11.367530822753906,177.0517120361328,2588.18115234375,73986.3671875,-290699.15625,349423.90625,1.0
m09,example_031.json,1,labels_manifest,28.156835556030273,54.770687103271484,-14.131195068359375,172.8867950439453,897.566650390625,66490.5234375,-272340.09375,365289.65625,1.0
m09,example_032.json,1,labels_manifest,29.16538429260254,56.64792251586914,-8.555961608886719,176.82176208496094,8562.8193359375,66120.984375,-206694.8125,364673.0625,1.0
m09,example_033.json,1,labels_manifest,28.664350509643555,56.17569351196289,-8.172447204589844,178.65879821777344,5951.9521484375,69457.2734375,-252173.375,381549.59375,1.0
m09,example_034.json,1,labels_manifest,28.643896102905273,56.1617546081543,-9.392997741699219,179.8133087158203,4970.71337890625,70327.234375,-258384.1875,343133.0,1.0
m09,example_035.json,1,labels_manifest,28.635801315307617,55.46137619018555,-13.815742492675781,177.2088165283203,3878.91357421875,62457.640625,-239810.796875,364762.71875,1.0
m09,example_036.json,1,labels_manifest,28.42657470703125,55.346858978271484,-16.48529815673828,177.9288787841797,3788.683349609375,64889.67578125,-248789.359375,335299.3125,1.0
m09,example_037.json,1,labels_manifest,28.91449737548828,56.35806655883789,-11.533740997314453,177.63876342773438,6974.66943359375,62409.81640625,-217027.046875,388319.90625,1.0
m09,example_038.json,1,labels_manifest,29.02528953552246,56.41448974609375,-7.799613952636719,178.66615295410156,6862.1806640625,66810.5859375,-209839.859375,393626.0625,1.0
m09,example_039.json,1,labels_manifest,28.246248245239258,54.54410934448242,-19.057418823242188,176.3826141357422,799.5484619140625,62339.734375,-273423.71875,316047.6875,1.0
m09,example_040.json,1,labels_manifest,28.894474029541016,56.3654670715332,-10.011039733886719,178.5751495361328,6388.69482421875,66968.96875,-260236.578125,342385.40625,1.0
m09,example_041.json,1,labels_manifest,28.738910675048828,56.49989700317383,-9.511245727539062,178.41302490234375,6469.0458984375,66151.0390625,-246867.4375,346169.875,1.0
m09,example_042.json,1,labels_manifest,28.90987205505371,56.298892974853516,-9.257369995117188,178.76473999023438,6918.77197265625,66567.6796875,-229480.890625,358517.40625,1.0
m09,example_043.json,1,labels_manifest,28.056196212768555,54.38336944580078,-9.745254516601562,177.58604431152344,-179.3072967529297,64747.30859375,-289616.6875,343608.0,1.0
m09,example_044.json,1,labels_manifest,28.806652069091797,55.973934173583984,-9.075775146484375,176.92787170410156,5089.61572265625,66515.7890625,-240621.375,334029.28125,1.0
m09,example_045.json,1,labels_manifest,27.9033203125,54.24417495727539,-23.468017578125,179.20603942871094,-502.9416809082031,72633.1015625,-297969.71875,369833.40625,1.0
m09,example_046.json,1,labels_manifest,28.012727737426758,55.356658935546875,-11.963233947753906,179.03598022460938,1644.2708740234375,74170.21875,-310693.375,342190.46875,1.0
m09,example_047.json,1,labels_manifest,28.66689109802246,55.80204772949219,-11.72027587890625,179.64505004882812,3730.433349609375,71065.9765625,-283063.71875,352626.3125,1.0
m09,example_048.json,1,labels_manifest,29.091394424438477,56.63825607299805,-10.287483215332031,179.4586181640625,8394.0693359375,65320.1328125,-194629.265625,356396.625,1.0
m09,example_049.json,1,labels_manifest,28.142925262451172,55.21179962158203,-14.089481353759766,179.7647247314453,1439.3135986328125,71803.84375,-272126.875,341024.6875,1.0
m09,example_050.json,1,labels_manifest,28.19087791442871,55.09003448486328,-23.437095642089844,174.7135772705078,2021.565673828125,62617.41796875,-276647.03125,329611.0,1.0
m09,example_051.json,0,labels_manifest,27.98053741455078,55.484615325927734,-5.486053466796875,178.35105895996094,2125.89990234375,73406.7265625,-301146.625,336756.125,1.0
m09,example_052.json,0,labels_manifest,27.97768211364746,55.810333251953125,-5.804351806640625,179.41456604003906,3060.83740234375,70801.046875,-288486.09375,328157.625,1.0
m09,example_053.json,0,labels_manifest,28.012813568115234,55.591732025146484,-6.2753753662109375,178.09564208984375,2611.2958984375,70639.78125,-280616.71875,338991.96875,1.0
m09,example_054.json,0,labels_manifest,28.284936904907227,56.220848083496094,-4.358562469482422,179.31822204589844,4758.525390625,68377.3046875,-268431.15625,328818.3125,1.0
m09,example_055.json,0,labels_manifest,27.709877014160156,55.2237663269043,-6.1576690673828125,179.7139129638672,837.5906372070312,74462.203125,-320107.25,330491.8125,1.0
m09,example_056.json,0,labels_manifest,28.2366886138916,56.081077575683594,-5.876068115234375,179.93788146972656,4485.43017578125,68153.40625,-252215.671875,334135.25,1.0
m09,example_057.json,0,labels_manifest,28.495222091674805,56.632999420166016,-6.604057312011719,179.76182556152344,6560.91455078125,65827.1875,-225703.703125,335100.3125,1.0
m09,example_058.json,0,labels_manifest,28.180952072143555,55.685707092285156,-6.3696136474609375,178.45458984375,3455.56884765625,70475.4609375,-276619.5,348095.46875,1.0
m09,example_059.json,0,labels_manifest,28.543651580810547,56.2578239440918,-5.887901306152344,178.5985565185547,5719.3876953125,67629.3046875,-238724.25,339364.71875,1.0
m09,example_060.json,0,labels_manifest,28.104351043701172,55.69630813598633,-4.266792297363281,179.2491455078125,3261.276123046875,69657.703125,-282813.84375,332053.90625,1.0
m09,example_061.json,0,labels_manifest,28.1377010345459,55.92652130126953,-5.674949645996094,179.87847900390625,3737.53271484375,71140.7578125,-282919.78125,344119.34375,1.0
m09,example_062.json,0,labels_manifest,28.536670684814453,56.41081619262695,-7.255882263183594,179.93089294433594,6009.31689453125,65977.8046875,-221824.3125,333359.1875,1.0
m09,example_063.json,0,labels_manifest,28.178590774536133,56.08046340942383,-5.96356201171875,179.36663818359375,4301.0546875,68870.8359375,-256122.15625,344070.75,1.0
m09,example_064.json,0,labels_manifest,28.11827850341797,55.8165283203125,-9.147834777832031,179.05447387695312,3438.890625,69670.9375,-285847.46875,330951.65625,1.0
m09,example_065.json,0,labels_manifest,28.406665802001953,56.30577850341797,-4.977714538574219,178.06605529785156,5407.470703125,66484.6875,-232814.4375,335653.03125,1.0
m09,example_066.json,0,labels_manifest,28.3245906829834,55.84920883178711,-4.9810638427734375,179.1415557861328,3892.168701171875,70304.296875,-264843.34375,343497.4375,1.0
m09,example_067.json,0,labels_manifest,27.76487922668457,55.405704498291016,-6.253238677978516,179.70054626464844,1556.453125,75037.1640625,-313801.0625,345566.84375,1.0
